Order_Hour,Day_of_Week,Is_Weekend,Is_Festival,Weather,Pickup_Zone,Dropoff_Zone,Vehicle_Type,Rider_Experience_Years,Rider_Rating,Restaurant_Rating,Cuisine_Type,Order_Items,Restaurant_Load,Preparation_Time_Min,Road_Distance_km,Delivery_Distance_Category,Traffic_Level,Number_of_Signals,Average_Speed_kmph,Delivery_Priority,Time_taken_min
18,Tuesday,0,0,Clear,Residential,CBD,Bike,2.0,3.8,4.5,South Indian,5,Medium,28,10.06,Long,Low,6,42.8,Normal,49
7,Wednesday,0,0,Fog,Residential,Industrial,Electric Scooter,6.6,4.2,3.8,Cafe,2,Medium,12,26.62,Long,Low,8,28.1,Normal,71
10,Friday,0,0,Rain,Residential,Suburban,Scooter,1.6,3.7,4.3,Burger,3,High,22,28.91,Long,Moderate,7,23.2,Normal,102
19,Saturday,1,0,Clear,Industrial,Residential,Bike,2.6,3.8,4.4,North Indian,3,Medium,34,47.57,Long,Moderate,7,35.3,Normal,122
22,Sunday,1,0,Cloudy,Residential,Industrial,Bike,2.9,3.9,4.1,Biryani,3,Low,32,22.91,Long,Low,10,41.9,Normal,69
14,Saturday,1,0,Clear,Suburban,Suburban,Bike,8.2,4.1,4.4,Biryani,4,High,41,26.28,Long,Low,5,45.4,Normal,76
20,Thursday,0,0,Rain,Suburban,Residential,Bike,4.9,4.2,4.5,North Indian,2,Low,25,13.56,Long,Moderate,6,29.6,Normal,58
18,Thursday,0,0,Clear,CBD,Industrial,Electric Scooter,2.4,3.6,4.3,Desserts,3,Low,12,22.05,Long,Moderate,18,25.2,Priority,73
4,Saturday,1,0,Storm,Industrial,CBD,Scooter,2.7,3.7,4.4,Burger,5,Low,20,32.49,Long,Moderate,6,19.5,Normal,129
16,Thursday,0,0,Clear,Suburban,Residential,Scooter,5.2,3.9,3.8,Burger,2,High,18,34.21,Long,Low,2,35.8,Priority,77
17,Sunday,1,0,Clear,Commercial,Commercial,Bike,2.4,3.6,4.6,Cafe,2,High,13,13.55,Long,Low,13,43.0,Normal,37
10,Friday,0,0,Rain,Residential,Suburban,Bicycle,2.8,3.9,4.4,Bakery,1,Low,7,52.1,Long,Moderate,7,11.1,VIP,180
10,Friday,0,0,Clear,Industrial,CBD,Bike,5.2,3.9,4.1,Bakery,3,Medium,10,22.56,Long,Low,7,44.2,Normal,38
23,Wednesday,0,0,Clear,Residential,Industrial,Bike,0.1,3.5,4.1,Burger,1,Low,7,17.18,Long,Low,6,42.0,Normal,34
5,Monday,0,0,Rain,Residential,Residential,Bike,3.9,3.9,3.8,Cafe,3,Medium,13,35.81,Long,Low,7,35.8,Normal,78
12,Saturday,1,0,Cloudy,Residential,Residential,Bicycle,1.8,4.0,4.3,Burger,3,High,18,13.42,Long,Low,8,15.8,Normal,70
19,Saturday,1,0,Clear,Residential,Suburban,Bike,4.8,4.1,3.9,North Indian,6,High,41,20.04,Long,Moderate,10,36.1,Normal,84
8,Saturday,1,0,Clear,Commercial,Residential,Scooter,3.5,4.0,4.2,Burger,1,Low,8,30.16,Long,Moderate,10,28.9,Priority,71
11,Wednesday,0,0,Cloudy,Industrial,Commercial,Bike,2.6,3.7,3.5,Pizza,1,Medium,25,26.07,Long,Low,6,41.8,Normal,65
19,Thursday,0,0,Clear,Suburban,Suburban,Bike,2.0,3.9,4.5,Chinese,1,Medium,20,23.87,Long,Low,3,42.8,Normal,54
21,Monday,0,0,Clear,Residential,Commercial,Scooter,4.2,4.0,3.8,Bakery,1,Low,9,16.8,Long,Low,9,35.4,Normal,42
15,Tuesday,0,0,Fog,Residential,CBD,Scooter,4.3,4.0,3.6,Chinese,5,Low,23,13.05,Long,Low,9,31.2,Normal,53
21,Saturday,1,0,Clear,CBD,Industrial,Scooter,3.8,4.0,4.3,Biryani,1,Medium,33,6.06,Medium,High,18,22.9,Normal,58
9,Wednesday,0,0,Clear,Industrial,Residential,Bike,6.9,4.2,4.3,Desserts,3,High,20,36.9,Long,Low,7,44.9,Priority,70
16,Friday,0,0,Cloudy,Industrial,CBD,Electric Scooter,3.7,3.7,3.4,North Indian,2,Low,26,13.33,Long,Low,8,30.2,Normal,56
7,Sunday,1,0,Rain,Residential,Commercial,Bike,4.4,4.1,4.2,North Indian,2,Low,27,19.92,Long,Moderate,7,29.5,Normal,72
19,Tuesday,0,0,Clear,Industrial,Residential,Electric Scooter,1.4,3.9,3.7,North Indian,3,High,34,41.54,Long,Low,7,30.4,Normal,117
18,Sunday,1,0,Cloudy,CBD,Residential,Bike,3.7,3.8,4.2,North Indian,3,Medium,29,27.96,Long,High,15,27.5,Normal,102
21,Thursday,0,0,Clear,Suburban,Residential,Bike,3.6,3.8,3.6,South Indian,3,High,26,33.73,Long,Low,2,43.5,Normal,76
20,Saturday,1,0,Cloudy,Residential,Residential,Scooter,5.5,4.4,3.5,North Indian,1,High,33,41.22,Long,Moderate,9,28.5,Normal,125
21,Sunday,1,1,Clear,Commercial,Suburban,Bike,8.2,4.3,4.3,Bakery,2,Low,7,12.27,Long,High,11,29.5,Normal,42
20,Saturday,1,0,Rain,CBD,Residential,Bike,4.7,3.9,3.8,Pizza,2,Medium,24,15.67,Long,Severe,16,17.3,Normal,91
18,Saturday,1,0,Rain,Residential,Residential,Bicycle,2.4,4.0,3.4,Biryani,1,Low,26,15.37,Long,High,10,8.7,Normal,138
21,Wednesday,0,0,Clear,Industrial,Commercial,Bike,0.6,3.9,4.5,North Indian,6,Low,34,28.09,Long,Low,5,42.3,VIP,72
13,Sunday,1,0,Cloudy,Residential,CBD,Scooter,3.1,4.0,4.2,South Indian,2,Low,21,23.18,Long,Low,6,34.0,Normal,63
14,Sunday,1,0,Clear,Residential,Residential,Bicycle,12.1,4.4,4.6,Chinese,1,Low,17,27.18,Long,Low,9,17.9,Priority,110
22,Saturday,1,0,Rain,CBD,Residential,Electric Scooter,5.2,3.9,4.3,Desserts,4,Low,11,30.14,Long,High,15,16.8,Priority,124
7,Saturday,1,0,Clear,Industrial,Suburban,Scooter,4.3,4.0,3.8,Chinese,2,Medium,22,11.64,Long,Low,7,35.5,Normal,45
13,Tuesday,0,0,Cloudy,Residential,Industrial,Scooter,3.0,3.9,4.1,Burger,2,Medium,15,29.78,Long,Low,7,34.0,Normal,73
15,Thursday,0,0,Clear,Industrial,Residential,Bicycle,1.8,4.0,4.5,North Indian,3,Low,26,20.31,Long,Low,8,16.3,Normal,102
8,Tuesday,0,0,Rain,Residential,CBD,Electric Scooter,1.4,3.9,4.0,Cafe,1,High,16,13.48,Long,Moderate,7,20.5,VIP,63
11,Wednesday,0,0,Clear,Residential,CBD,Bike,8.1,4.6,4.7,Pizza,3,Medium,23,27.73,Long,Low,6,45.4,VIP,63
0,Wednesday,0,0,Clear,CBD,Industrial,Bike,8.5,4.6,4.3,Chinese,3,High,28,19.57,Long,Low,16,45.6,Normal,62
21,Sunday,1,0,Cloudy,Residential,CBD,Scooter,1.8,3.7,4.4,Bakery,1,High,10,23.87,Long,Moderate,10,27.5,VIP,64
6,Wednesday,0,0,Clear,Residential,Residential,Electric Scooter,1.0,3.4,4.4,North Indian,4,Low,30,39.8,Long,Low,8,30.3,Priority,116
22,Thursday,0,0,Fog,Industrial,Industrial,Scooter,3.5,3.9,3.8,Burger,6,Medium,26,7.48,Long,Low,6,31.0,VIP,44
20,Tuesday,0,0,Clear,Commercial,Suburban,Bike,2.3,3.6,4.0,Cafe,4,High,19,29.71,Long,Low,14,43.0,Normal,67
13,Thursday,0,0,Clear,Residential,Commercial,Bicycle,5.3,4.0,3.9,Burger,2,Medium,11,1.8,Short,Low,10,16.8,Normal,21
11,Monday,0,0,Clear,Industrial,Residential,Bike,0.8,3.4,4.2,Desserts,4,Medium,13,20.9,Long,Low,8,42.3,VIP,46
20,Wednesday,0,0,Storm,Industrial,CBD,Scooter,0.9,3.9,4.1,Biryani,5,Low,37,22.25,Long,Moderate,7,19.1,Priority,115
12,Tuesday,0,0,Cloudy,Commercial,Residential,Bicycle,3.3,4.0,4.3,Chinese,2,High,26,47.36,Long,Low,10,16.0,Normal,180
2,Saturday,1,0,Rain,Residential,Commercial,Bike,1.9,3.9,4.2,Pizza,3,Low,21,14.95,Long,Moderate,8,28.8,Normal,60
14,Tuesday,0,0,Clear,Suburban,Residential,Bike,3.8,4.0,4.3,Chinese,4,Low,25,42.1,Long,Low,6,43.6,Normal,84
20,Friday,0,0,Clear,Commercial,Residential,Bike,1.6,3.6,4.8,Chinese,2,High,23,17.95,Long,Low,11,42.7,Normal,55
19,Friday,0,0,Clear,Residential,Suburban,Scooter,1.1,3.7,3.8,Cafe,1,High,14,15.77,Long,Low,10,34.4,Normal,46
19,Wednesday,0,0,Clear,Suburban,Residential,Bike,4.8,3.9,4.6,North Indian,1,Low,25,35.81,Long,Low,6,44.0,Normal,78
10,Tuesday,0,0,Cloudy,CBD,Residential,Bike,5.7,4.1,4.3,Biryani,1,Medium,32,15.25,Long,Moderate,16,35.3,Normal,66
7,Tuesday,0,0,Rain,CBD,CBD,Scooter,2.1,3.7,4.3,Desserts,1,Low,8,26.61,Long,Moderate,17,23.3,Normal,89
13,Sunday,1,0,Rain,CBD,CBD,Bicycle,4.3,3.8,4.7,Burger,6,High,27,17.24,Long,High,18,8.9,Normal,154
13,Wednesday,0,0,Clear,Suburban,Commercial,Bike,2.8,3.7,3.6,Chinese,1,Medium,20,4.44,Medium,Low,2,43.2,Normal,31
10,Monday,0,0,Clear,CBD,Suburban,Bike,1.2,3.6,3.6,Burger,1,High,13,22.24,Long,Moderate,16,34.9,Priority,57
18,Wednesday,0,0,Clear,Commercial,Commercial,Bike,8.6,4.2,4.1,Burger,4,Medium,19,14.5,Long,Low,13,45.6,Normal,44
17,Friday,0,0,Cloudy,Residential,Residential,Bike,2.2,3.8,3.8,North Indian,1,Medium,25,11.69,Long,Low,10,41.6,Normal,52
12,Saturday,1,0,Rain,Industrial,Residential,Scooter,3.8,4.0,4.4,North Indian,3,Medium,34,17.66,Long,Moderate,5,23.7,Priority,84
16,Monday,0,0,Cloudy,CBD,Residential,Scooter,4.3,3.8,4.3,South Indian,3,Low,21,23.63,Long,Low,14,34.4,VIP,66
17,Friday,0,0,Clear,Commercial,CBD,Electric Scooter,5.1,4.3,4.0,Desserts,3,High,21,23.64,Long,Low,12,31.5,VIP,69
19,Friday,0,0,Cloudy,Commercial,Industrial,Bicycle,14.0,4.6,3.8,North Indian,1,Low,25,41.64,Long,Low,11,17.7,Normal,171
13,Tuesday,0,0,Rain,Residential,CBD,Electric Scooter,7.1,4.3,4.2,North Indian,3,Medium,32,17.96,Long,Low,9,26.3,Priority,80
18,Friday,0,0,Fog,Residential,Suburban,Bike,2.6,3.9,4.3,Bakery,1,Medium,5,39.48,Long,Low,8,37.9,Normal,69
13,Friday,0,0,Clear,Residential,Suburban,Bicycle,8.2,4.1,4.6,Cafe,4,Medium,17,15.58,Long,Low,9,17.3,Priority,75
21,Saturday,1,0,Rain,CBD,Residential,Bike,6.2,4.1,4.9,Pizza,1,Medium,22,24.72,Long,Severe,17,17.6,Normal,113
13,Sunday,1,0,Clear,Residential,Residential,Bike,4.4,3.9,4.7,Cafe,2,Low,11,5.84,Medium,Low,7,43.8,Normal,21
21,Saturday,1,0,Cloudy,Suburban,CBD,Scooter,5.6,3.8,4.2,Pizza,2,High,27,10.67,Long,Moderate,6,28.6,Normal,46
20,Sunday,1,1,Clear,Residential,Residential,Bike,3.3,3.9,4.2,Cafe,3,Low,12,35.52,Long,High,7,28.2,Normal,96
16,Wednesday,0,0,Clear,Residential,Residential,Scooter,5.3,4.2,4.3,South Indian,3,Low,19,29.68,Long,Low,8,35.8,Normal,70
17,Friday,0,0,Clear,Commercial,CBD,Bicycle,4.6,4.0,4.8,North Indian,2,High,32,20.88,Long,Low,12,16.7,Normal,113
15,Sunday,1,0,Clear,Commercial,CBD,Electric Scooter,2.0,3.7,4.1,Desserts,1,Medium,9,34.24,Long,Low,12,30.6,Normal,81
13,Wednesday,0,0,Storm,Residential,Commercial,Bike,5.0,4.1,4.6,Cafe,7,Medium,22,45.59,Long,Low,9,30.0,Normal,126
19,Saturday,1,0,Clear,Residential,Residential,Scooter,5.8,4.3,4.5,South Indian,2,Medium,22,45.6,Long,Moderate,9,29.5,Priority,119
6,Monday,0,0,Clear,CBD,CBD,Bike,5.0,3.6,4.4,Bakery,5,Medium,19,6.36,Medium,Low,17,44.1,Priority,36
16,Wednesday,0,0,Clear,Commercial,CBD,Electric Scooter,0.6,3.5,4.6,Cafe,2,High,20,50.9,Long,Low,14,30.2,Normal,131
16,Sunday,1,0,Clear,Residential,Residential,Electric Scooter,7.0,3.8,3.9,Cafe,1,High,13,21.24,Long,Low,8,32.1,Normal,52
19,Tuesday,0,0,Fog,Commercial,Commercial,Electric Scooter,1.3,3.9,3.8,North Indian,1,Low,25,10.9,Long,Low,12,26.7,Normal,54
6,Sunday,1,0,Cloudy,Industrial,Commercial,Scooter,2.6,4.1,4.0,North Indian,5,Medium,36,40.0,Long,Low,8,33.8,Normal,113
15,Monday,0,0,Clear,CBD,Residential,Bike,7.2,3.9,3.8,South Indian,3,Medium,23,45.1,Long,Low,17,45.0,Normal,90
6,Tuesday,0,0,Clear,CBD,Industrial,Bike,0.1,3.5,4.7,Burger,1,High,16,37.62,Long,Low,15,42.0,Normal,80
12,Monday,0,0,Fog,Residential,CBD,Scooter,2.6,3.8,4.0,Desserts,3,Low,7,26.32,Long,Low,6,30.7,Normal,61
12,Saturday,1,0,Cloudy,Industrial,Industrial,Bike,0.8,3.4,3.8,South Indian,2,Medium,20,11.33,Long,Low,7,41.1,Normal,38
13,Sunday,1,0,Rain,Commercial,CBD,Bike,1.1,3.7,4.0,Desserts,2,High,17,28.59,Long,Moderate,12,28.6,Normal,86
12,Monday,0,0,Cloudy,Residential,CBD,Bike,2.8,3.5,4.1,Burger,3,High,21,16.07,Long,Low,7,41.9,Priority,47
14,Wednesday,0,1,Cloudy,CBD,Commercial,Bike,5.9,4.1,3.8,Pizza,1,Medium,24,22.4,Long,Moderate,18,35.4,VIP,70
1,Thursday,0,0,Cloudy,CBD,CBD,Bicycle,6.3,4.3,4.3,Biryani,4,Low,36,19.81,Long,Low,14,16.5,Normal,118
23,Wednesday,0,0,Cloudy,Suburban,Suburban,Bike,4.9,4.3,4.3,South Indian,1,Low,14,17.53,Long,Low,5,42.7,Normal,40
7,Thursday,0,0,Clear,Industrial,Industrial,Bike,4.2,4.1,4.4,Desserts,4,Medium,16,40.53,Long,Low,4,43.8,Normal,78
6,Monday,0,0,Clear,CBD,Commercial,Bike,9.2,4.3,4.1,North Indian,3,Medium,31,23.06,Long,Low,17,45.9,Normal,65
20,Saturday,1,0,Clear,Suburban,Residential,Scooter,1.2,3.7,4.2,North Indian,5,Low,31,23.16,Long,Moderate,3,28.2,Normal,83
13,Tuesday,0,0,Rain,Industrial,Commercial,Bike,4.0,3.9,3.7,North Indian,3,High,36,39.66,Long,Low,7,35.8,Normal,107
21,Wednesday,0,0,Clear,Residential,Residential,Electric Scooter,2.8,4.2,3.3,South Indian,1,Low,17,19.8,Long,Low,10,30.8,Priority,59
10,Wednesday,0,0,Cloudy,Commercial,Suburban,Electric Scooter,15.0,4.7,4.3,Chinese,5,High,31,43.17,Long,Low,11,33.5,Normal,110
17,Thursday,0,1,Clear,Suburban,Residential,Scooter,5.2,3.9,3.8,Biryani,3,Low,31,29.87,Long,Low,2,35.8,Normal,83
10,Wednesday,0,0,Cloudy,Residential,Commercial,Bike,7.9,4.6,4.6,South Indian,3,Low,24,29.02,Long,Low,10,44.0,Normal,69
20,Thursday,0,0,Clear,Commercial,Residential,Bike,5.6,4.0,3.8,Cafe,4,High,20,37.91,Long,Low,10,44.4,Normal,78
21,Monday,0,0,Fog,Suburban,Industrial,Bike,5.7,4.0,3.6,South Indian,1,High,22,9.42,Long,Low,3,39.1,Normal,37
21,Friday,0,0,Clear,Residential,Residential,Scooter,2.5,4.0,3.9,Cafe,3,High,21,27.16,Long,Low,8,34.8,Normal,71
8,Thursday,0,0,Fog,Commercial,CBD,Bike,6.7,4.0,4.4,Biryani,3,High,36,54.66,Long,Low,11,39.4,Normal,122
13,Saturday,1,0,Clear,Commercial,Residential,Electric Scooter,10.2,4.2,3.4,Burger,1,Medium,12,40.45,Long,Low,14,33.1,Normal,88
13,Friday,0,0,Rain,Residential,Industrial,Scooter,9.1,4.4,4.2,North Indian,6,Medium,39,30.13,Long,Low,10,30.4,Normal,106
20,Monday,0,0,Clear,Suburban,Commercial,Bike,9.2,4.3,4.4,Biryani,3,High,34,13.92,Long,Low,5,45.9,Normal,49
20,Saturday,1,0,Fog,Industrial,Commercial,Bike,8.5,4.6,4.3,Desserts,2,High,19,41.28,Long,Moderate,8,32.9,Normal,94
20,Tuesday,0,0,Clear,Industrial,CBD,Bike,3.3,3.7,3.4,Biryani,2,Low,30,12.99,Long,Low,7,43.4,Normal,47
7,Saturday,1,0,Clear,Residential,Suburban,Electric Scooter,9.2,4.3,3.9,Burger,5,High,25,12.47,Long,Low,6,32.8,Priority,51
15,Tuesday,0,0,Cloudy,Residential,Residential,Bike,2.1,3.9,4.4,Pizza,1,High,25,15.34,Long,Low,9,41.6,Normal,50
10,Monday,0,1,Clear,CBD,Suburban,Bike,0.4,3.7,4.1,Cafe,2,High,14,29.02,Long,High,17,27.4,Normal,87
9,Saturday,1,0,Rain,Commercial,Suburban,Electric Scooter,3.8,4.2,4.5,Pizza,5,Medium,35,37.21,Long,High,13,16.6,Priority,175
12,Thursday,0,0,Clear,Suburban,Suburban,Bicycle,8.0,4.2,4.6,North Indian,2,Low,27,40.6,Long,Low,2,17.3,Normal,175
13,Friday,0,0,Rain,Suburban,Commercial,Scooter,3.0,3.9,4.1,Chinese,1,Low,18,20.8,Long,Low,4,28.7,Priority,64
5,Tuesday,0,0,Rain,Industrial,Commercial,Bike,0.4,3.7,4.0,North Indian,4,Medium,36,7.87,Long,Low,4,34.6,Normal,56
7,Monday,0,0,Clear,Industrial,Commercial,Scooter,1.6,3.6,4.2,Burger,6,Medium,24,13.77,Long,Low,6,34.5,Priority,50
19,Monday,0,0,Clear,Residential,Residential,Scooter,5.1,4.1,4.2,Cafe,1,Low,8,35.18,Long,Low,6,35.7,Priority,68
10,Sunday,1,0,Cloudy,CBD,Residential,Bicycle,4.4,3.7,4.3,Desserts,4,Low,12,7.06,Long,High,14,10.5,Normal,60
20,Monday,0,0,Cloudy,Suburban,Residential,Electric Scooter,5.9,4.2,3.6,South Indian,3,High,26,36.81,Long,Low,3,30.8,Normal,98
7,Wednesday,0,0,Cloudy,Residential,Residential,Bike,3.6,3.5,4.0,Desserts,2,Medium,15,46.37,Long,Low,8,42.2,Normal,82
18,Tuesday,0,0,Clear,CBD,Industrial,Bike,4.4,3.9,4.3,South Indian,3,Low,19,35.56,Long,Moderate,14,36.0,Priority,85
12,Monday,0,0,Clear,Residential,Industrial,Bike,3.8,3.8,3.9,Pizza,3,Medium,27,16.84,Long,Low,6,43.6,Normal,52
12,Friday,0,0,Fog,CBD,CBD,Scooter,2.5,3.6,4.5,Biryani,3,High,40,28.54,Long,Low,17,30.7,Normal,102
23,Thursday,0,0,Clear,Residential,Industrial,Bicycle,9.0,4.7,3.5,North Indian,2,High,33,49.57,Long,Low,10,17.4,Normal,180
12,Thursday,0,0,Clear,CBD,Residential,Bike,2.3,3.9,4.0,North Indian,2,High,30,34.0,Long,Low,17,43.0,Priority,83
13,Saturday,1,0,Clear,Residential,Commercial,Bike,3.6,4.0,4.0,Cafe,4,Low,13,30.95,Long,Low,7,43.5,VIP,58
21,Sunday,1,0,Rain,CBD,CBD,Scooter,3.8,3.9,4.8,Pizza,1,Medium,22,25.03,Long,Severe,14,13.9,Normal,136
11,Saturday,1,0,Clear,Industrial,Residential,Scooter,0.1,3.6,4.3,Burger,3,Low,13,22.69,Long,Low,8,34.0,Priority,56
22,Sunday,1,0,Clear,Suburban,Suburban,Scooter,6.6,4.4,4.0,Burger,3,High,20,33.7,Long,Low,6,36.2,Normal,78
13,Saturday,1,0,Cloudy,Residential,Suburban,Bicycle,2.7,3.6,4.2,Chinese,2,Medium,21,8.49,Long,Low,6,15.9,Priority,54
11,Thursday,0,0,Clear,Commercial,Commercial,Bike,1.2,3.5,3.8,North Indian,1,Medium,30,15.49,Long,Low,14,42.5,Priority,54
7,Wednesday,0,0,Clear,CBD,Residential,Bike,3.2,3.6,4.9,South Indian,1,Low,14,5.1,Medium,Low,17,43.3,Normal,30
13,Sunday,1,0,Clear,Residential,Residential,Scooter,2.2,3.7,4.6,Burger,3,Medium,16,21.95,Long,Low,8,34.7,Normal,54
11,Thursday,0,0,Rain,Commercial,Residential,Bike,11.3,4.4,3.8,Cafe,2,Medium,12,34.28,Long,Low,11,38.3,Normal,75
13,Sunday,1,0,Rain,Commercial,Commercial,Scooter,1.0,3.6,3.7,Cafe,3,Low,11,45.94,Long,Moderate,14,23.1,Normal,135
20,Tuesday,0,0,Clear,Residential,Residential,Bike,3.4,3.9,4.6,North Indian,2,Low,26,20.15,Long,Low,7,43.4,Normal,58
23,Monday,0,0,Cloudy,CBD,Residential,Bike,7.4,4.2,3.9,Biryani,2,High,36,14.08,Long,Low,18,43.8,VIP,66
13,Tuesday,0,0,Cloudy,Suburban,Residential,Electric Scooter,10.5,4.3,4.2,Bakery,1,Low,5,34.97,Long,Low,6,32.2,Priority,70
12,Sunday,1,0,Clear,CBD,Commercial,Bike,2.4,4.0,3.6,Biryani,4,Medium,40,17.44,Long,Moderate,14,35.3,Normal,74
21,Thursday,0,0,Clear,Commercial,Residential,Scooter,6.1,4.2,3.7,Desserts,1,High,17,8.31,Long,Low,12,36.1,Normal,38
0,Tuesday,0,0,Clear,Suburban,Commercial,Scooter,5.3,4.2,3.8,Burger,1,High,16,13.97,Long,Low,3,35.8,Normal,42
13,Wednesday,0,1,Rain,Residential,Industrial,Bike,1.1,3.6,4.4,North Indian,1,Low,26,31.12,Long,Moderate,6,28.6,Priority,99
13,Tuesday,0,0,Clear,Suburban,Commercial,Electric Scooter,7.0,3.8,4.2,North Indian,6,High,42,13.27,Long,Low,3,32.1,Priority,66
17,Friday,0,0,Clear,Commercial,Suburban,Bicycle,4.0,4.1,4.2,Biryani,2,High,34,53.74,Long,Low,13,16.6,Normal,180
20,Tuesday,0,0,Clear,Residential,Residential,Bike,2.8,3.5,4.4,Bakery,3,Low,13,59.8,Long,Low,8,43.2,Normal,102
16,Tuesday,0,0,Cloudy,CBD,Residential,Electric Scooter,0.4,3.6,4.7,North Indian,1,Low,20,60.57,Long,Low,18,29.2,Normal,152
18,Thursday,0,0,Cloudy,CBD,Suburban,Electric Scooter,1.9,3.9,4.5,Chinese,5,High,29,10.76,Long,Moderate,14,24.3,Normal,56
20,Tuesday,0,1,Storm,CBD,Residential,Bike,3.4,3.5,4.3,North Indian,2,Low,25,35.1,Long,Severe,15,14.2,Normal,180
6,Monday,0,0,Rain,Residential,Industrial,Electric Scooter,1.6,3.5,4.3,Biryani,1,Medium,30,29.9,Long,Low,8,25.0,Normal,110
21,Wednesday,0,0,Rain,Residential,CBD,Bike,4.5,3.7,3.6,Cafe,1,Medium,10,37.8,Long,Moderate,10,29.5,Priority,89
23,Saturday,1,0,Storm,CBD,Residential,Bike,2.1,3.9,3.6,Burger,1,High,15,24.23,Long,High,17,19.0,Normal,103
14,Wednesday,0,0,Rain,CBD,Suburban,Bike,3.1,3.9,4.5,Chinese,3,High,27,27.52,Long,Moderate,16,29.1,Normal,92
8,Monday,0,1,Clear,CBD,CBD,Electric Scooter,1.9,3.8,4.1,North Indian,2,High,34,12.7,Long,High,18,19.9,Normal,82
19,Wednesday,0,0,Rain,Suburban,Commercial,Electric Scooter,7.5,4.0,4.5,South Indian,4,Low,19,3.31,Medium,Moderate,6,21.7,Normal,33
14,Thursday,0,0,Clear,Suburban,Suburban,Bike,2.7,3.9,4.3,Chinese,2,Medium,25,33.27,Long,Low,5,43.1,Normal,72
5,Tuesday,0,0,Cloudy,CBD,CBD,Bike,6.7,4.2,5.0,Biryani,5,Low,35,14.89,Long,Low,14,43.5,VIP,61
9,Monday,0,1,Clear,CBD,Suburban,Bike,15.0,4.7,3.9,Biryani,5,High,36,18.69,Long,High,15,31.4,Normal,80
22,Sunday,1,0,Clear,Suburban,Commercial,Electric Scooter,2.0,3.7,3.6,South Indian,4,High,28,17.93,Long,Low,4,30.6,Priority,66
11,Thursday,0,0,Rain,Commercial,Residential,Scooter,2.0,3.9,3.8,North Indian,1,Medium,28,49.4,Long,Low,11,28.4,Normal,139
19,Saturday,1,0,Clear,CBD,Commercial,Bike,9.4,4.3,4.3,Biryani,3,Low,29,20.56,Long,High,17,29.9,VIP,77
11,Monday,0,0,Clear,Residential,Residential,Scooter,0.9,3.9,4.1,Biryani,7,Low,41,7.77,Long,Low,10,34.3,Priority,58
7,Monday,0,0,Rain,Industrial,CBD,Bike,15.0,4.9,4.4,Desserts,2,Medium,15,29.54,Long,Low,5,39.6,Normal,64
13,Wednesday,0,1,Clear,Residential,CBD,Bike,6.6,4.0,3.3,Biryani,1,Medium,32,23.22,Long,Low,6,44.8,Priority,69
13,Friday,0,0,Cloudy,Suburban,Residential,Scooter,1.2,3.6,4.1,Burger,1,High,15,33.71,Long,Low,6,33.4,Priority,78
15,Friday,0,0,Clear,Suburban,Residential,Bike,1.2,3.6,4.3,Biryani,3,Low,31,34.42,Long,Low,4,42.5,Normal,81
11,Tuesday,0,0,Clear,Suburban,CBD,Scooter,6.2,3.9,4.6,North Indian,1,Low,23,32.45,Long,Low,5,36.1,Normal,81
17,Tuesday,0,0,Cloudy,Commercial,Residential,Bicycle,8.1,4.3,4.1,Cafe,1,High,14,35.82,Long,Low,10,16.8,Normal,141
18,Monday,0,0,Clear,CBD,Residential,Electric Scooter,6.4,4.2,4.5,Chinese,1,High,27,23.98,Long,Moderate,17,26.2,Normal,90
12,Friday,0,0,Clear,Residential,Industrial,Electric Scooter,6.5,4.2,4.8,Biryani,3,Low,29,15.97,Long,Low,10,32.0,Normal,63
16,Friday,0,0,Clear,Industrial,Residential,Scooter,2.6,3.8,3.5,Pizza,2,High,26,10.75,Long,Low,8,34.9,Normal,47
22,Wednesday,0,0,Clear,CBD,Industrial,Electric Scooter,3.6,3.9,4.1,Pizza,2,Low,21,39.74,Long,Low,16,31.1,Normal,105
11,Tuesday,0,0,Clear,CBD,Suburban,Scooter,5.8,4.3,4.2,Biryani,1,Low,30,26.07,Long,Low,14,36.0,Normal,85
21,Wednesday,0,0,Clear,Residential,Residential,Scooter,2.0,3.9,3.6,Chinese,2,Low,22,31.96,Long,Low,6,34.7,Normal,74
10,Thursday,0,0,Cloudy,Commercial,Commercial,Scooter,1.5,3.6,4.1,Desserts,1,Medium,10,21.14,Long,Low,11,33.5,Normal,49
14,Monday,0,0,Clear,Industrial,Commercial,Bicycle,14.0,4.6,4.3,Desserts,4,High,17,32.8,Long,Low,4,18.2,Normal,129
19,Friday,0,0,Cloudy,Industrial,Commercial,Scooter,2.1,4.1,4.5,Pizza,3,High,34,36.48,Long,Low,5,33.7,Normal,103
8,Thursday,0,0,Clear,CBD,Suburban,Scooter,6.1,4.2,4.2,North Indian,6,High,40,29.48,Long,Moderate,17,29.6,Priority,109
10,Thursday,0,0,Storm,Residential,Industrial,Scooter,2.6,3.8,4.1,North Indian,5,Low,30,36.96,Long,Moderate,10,19.5,Normal,154
14,Saturday,1,0,Cloudy,Residential,Suburban,Bike,3.1,3.9,4.8,South Indian,4,Medium,28,6.42,Medium,Low,10,42.0,Normal,41
7,Thursday,0,0,Clear,Suburban,Residential,Bike,1.8,4.0,4.4,South Indian,2,Low,21,24.16,Long,Low,2,42.8,Normal,59
